stop_id,stop_name,stop_lat,stop_lon,n_arrivals
de:11000:900003201:3:54,S+U Berlin Hauptbahnhof,52.525147,13.369354,2254
de:11000:900100003:2:52,S+U Alexanderplatz Bhf (Berlin),52.52152,13.411226,2233
de:11000:900100004:1:50,S+U Jannowitzbrücke (Berlin),52.514193,13.419471,2233
de:11000:900100001:3:54,S+U Friedrichstr. Bhf (Berlin),52.520364,13.38716,2232
de:11000:900100002:1:50,S Hackescher Markt (Berlin),52.522663,13.402462,2231
de:11000:900073241::2,Nahmitzer Damm/Marienfelder Allee (Berlin),52.412282,13.362642,2228
de:11000:900003201::2,S+U Berlin Hauptbahnhof,52.526583,13.369713,2211
de:11000:900003257::1,Lesser-Ury-Weg (Berlin),52.524246,13.36195,2211
de:11000:900100009::11,U Naturkundemuseum (Berlin),52.530386,13.382397,2211
de:11000:900100503::7,"Berlin, Invalidenpark",52.528722,13.376723,2211
de:11000:900023203::6,U Kurfürstendamm (Berlin),52.503924,13.33244,2207
de:11000:900023204::1,Europa-Center (Berlin),52.50375,13.337328,2207
de:11000:900020202:1:50,S Beusselstr. (Berlin),52.534359,13.329406,2205
de:11000:900130002::4,S+U Pankow (Berlin),52.567818,13.412104,2201
de:11000:900078201:1:51,S+U Neukölln (Berlin),52.469373,13.443216,2172
de:11000:900023351::2,"Berlin, Bleibtreustr.",52.501579,13.320112,2171
de:11000:900110004::2,S Landsberger Allee (Berlin),52.528655,13.456577,2171
de:11000:900020202:1:51,S Beusselstr. (Berlin),52.534452,13.329361,2164
de:11000:900003201::4,S+U Berlin Hauptbahnhof,52.526632,13.368819,2161
de:11000:900194006::13,S Schöneweide/Sterndamm (Berlin),52.454803,13.508658,2149
de:11000:900086102::4,U Kurt-Schumacher-Platz (Berlin),52.563163,13.32547,2148
de:11000:900063301::3,Steglitzer Damm/Bismarckstr. (Berlin),52.45121,13.337074,2142
de:11000:900110001:1:50,S+U Schönhauser Allee (Berlin),52.549274,13.415186,2141
de:11000:900110003:1:50,S Greifswalder Str. (Berlin),52.540109,13.439108,2137
de:11000:900110002:1:50,S Prenzlauer Allee (Berlin),52.544757,13.425865,2134
de:11000:900067101::3,Leonorenstr./Siemensstr. (Berlin),52.444036,13.339516,2130
de:11000:900067251::1,Stadtbad Lankwitz (Berlin),52.442229,13.341449,2130
de:11000:900096301::1,Schorfheidestr./Eichhorster Weg (Berlin),52.596128,13.347265,2129
de:11000:900096303::1,Märkisches Zentrum (Berlin),52.596497,13.354076,2129
de:11000:900005105::2,Lützowplatz (Berlin),52.505083,13.351388,2122
de:11000:900032402::1,"Berlin, Alt-Pichelsdorf",52.513358,13.195907,2122
de:11000:900110003:1:51,S Greifswalder Str. (Berlin),52.540212,13.439227,2119
de:11000:900120004:2:53,S+U Warschauer Str. (Berlin),52.506404,13.450818,2113
de:11000:900110002:1:51,S Prenzlauer Allee (Berlin),52.54486,13.425975,2109
de:11000:900005105::1,Lützowplatz (Berlin),52.50497,13.35192,2108
de:11000:900120005:4:55,S Ostbahnhof (Berlin),52.510515,13.435336,2108
de:11000:900023172::1,S+U Zoologischer Garten/Jebensstr. (Berlin),52.506777,13.330847,2106
de:11000:900110001:1:51,S+U Schönhauser Allee (Berlin),52.549382,13.415241,2106
de:11000:900130501::1,"Berlin, Rathaus Pankow",52.569556,13.404146,2105
de:11000:900075103::3,Sonnenallee/Pannierstr. (Berlin),52.486445,13.430651,2101
de:11000:900075153::1,Pflügerstr. (Berlin),52.490126,13.43421,2101
de:11000:900078105::2,U Hermannplatz/Sonnenallee (Berlin),52.487442,13.4261,2101
de:11000:900023203::7,U Kurfürstendamm (Berlin),52.504603,13.331632,2097
de:11000:900054107::3,"Berlin, Dominicusstr./Hauptstr.",52.482193,13.349058,2095
de:11000:900054151::2,Albertstr. (Berlin),52.484208,13.352783,2095
de:11000:900003201::3,S+U Berlin Hauptbahnhof,52.526556,13.369735,2094
de:11000:900040101::3,S Halensee (Berlin),52.49696,13.290522,2091
de:11000:900120016::4,Landsberger Allee/Petersburger Str. (Berlin),52.525958,13.44631,2088
de:11000:900079221:1:50,S+U Hermannstr. (Berlin),52.46769,13.431204,2087
de:11000:900110004:1:51,S Landsberger Allee (Berlin),52.529386,13.454998,2085
de:11000:900032106::2,"Berlin, Gatower Str./Heerstr.",52.515114,13.186132,2071
de:11000:900078104::3,U Hermannplatz/Urbanstr. (Berlin),52.487958,13.424649,2064
de:11000:900029105::1,"Berlin, Galenstr.",52.535712,13.194579,2063
de:11000:900054102::3,U Kleistpark (Berlin),52.490965,13.360819,2059
de:11000:900073241::1,Nahmitzer Damm/Marienfelder Allee (Berlin),52.411898,13.362988,2050
de:11000:900054109::3,Richard-von-Weizsäcker-Platz (Berlin),52.487298,13.357618,2046
de:11000:900067101::4,Leonorenstr./Siemensstr. (Berlin),52.444194,13.339739,2045
de:11000:900018101::5,U Jakob-Kaiser-Platz (Berlin),52.536906,13.294096,2025
de:11000:900088201::3,U Holzhauser Str. (Berlin),52.576954,13.294545,2016
de:11000:900088202::4,U Borsigwerke (Berlin),52.582377,13.290218,2016
de:11000:900180009::4,Bahnhofstr./Seelenbinderstr. (Berlin),52.454991,13.576687,2006
de:11000:900079221:1:51,S+U Hermannstr. (Berlin),52.467578,13.431255,2004
de:11000:900100001:3:55,S+U Friedrichstr. Bhf (Berlin),52.520458,13.387211,2003
de:11000:900120004::5,S+U Warschauer Str. (Berlin),52.504976,13.448558,1988
de:11000:900023201:3:55,S+U Zoologischer Garten Bhf (Berlin),52.507068,13.331736,1983
de:11000:900054102::4,U Kleistpark (Berlin),52.490732,13.360328,1983
de:11000:900023302::3,U Adenauerplatz (Berlin),52.499913,13.305949,1977
de:11000:900003102:1:51,S Bellevue (Berlin),52.520012,13.348101,1973
de:11000:900003201:3:55,S+U Berlin Hauptbahnhof,52.525261,13.369313,1973
de:11000:900140005::6,"Berlin, Albertinenstr.",52.549742,13.457696,1973
de:11000:900140006::10,Weißer See (Berlin),52.551522,13.464488,1973
de:11000:900140011::7,Antonplatz (Berlin),52.548504,13.451988,1973
de:11000:900003103:1:51,S Tiergarten (Berlin),52.51444,13.33642,1967
de:11000:900070304::1,Friedenstr./Großbeerenstr. (Berlin),52.438058,13.381838,1965
de:11000:900100003:2:53,S+U Alexanderplatz Bhf (Berlin),52.521589,13.411357,1961
de:11000:900100004:1:51,S+U Jannowitzbrücke (Berlin),52.51425,13.419526,1961
de:11000:900120005::3,S Ostbahnhof (Berlin),52.5097,13.4338,1961
de:11000:900100002:1:51,S Hackescher Markt (Berlin),52.522726,13.40243,1959
de:11000:900151006::5,"Berlin, Prerower Platz",52.56356,13.506478,1955
de:11000:900009102::9,U Leopoldplatz (Berlin),52.546924,13.358479,1946
de:11000:900040101::1,S Halensee (Berlin),52.49716,13.290498,1941
de:11000:900078105::1,U Hermannplatz/Sonnenallee (Berlin),52.487719,13.425994,1938
de:11000:900062252::1,"Berlin, Kieler Str.",52.459134,13.323037,1936
de:11000:900062252::2,"Berlin, Kieler Str.",52.458369,13.321972,1931
de:11000:900054107::2,"Berlin, Dominicusstr./Hauptstr.",52.482064,13.348501,1930
de:11000:900054109::2,Richard-von-Weizsäcker-Platz (Berlin),52.48635,13.356389,1930
de:11000:900054151::1,Albertstr. (Berlin),52.484823,13.353282,1930
de:11000:900068201:1:50,S+U Tempelhof (Berlin),52.471027,13.384476,1915
de:11000:900054153::1,Goebenstr. (Berlin),52.493989,13.361073,1909
de:11000:900005208::2,Varian-Fry-Str./Potsdamer Platz (Berlin),52.509447,13.373993,1899
de:11000:900003104::9,U Turmstr. (Berlin),52.526261,13.341033,1897
de:11000:900160004:1:50,S+U Lichtenberg Bhf (Berlin),52.51022,13.497972,1897
de:11000:900068201:1:51,S+U Tempelhof (Berlin),52.470922,13.384416,1890
de:11000:900070702::2,U Alt-Mariendorf (Berlin),52.439115,13.388606,1885
de:11000:900003174::11,U Turmstr. (Berlin),52.526376,13.340634,1884
de:11000:900100003::2,S+U Alexanderplatz Bhf (Berlin),52.521754,13.41425,1872
de:11000:900058101:5:59,S Südkreuz Bhf (Berlin),52.475662,13.365184,1866
de:11000:900100013::2,U Spittelmarkt (Berlin),52.511264,13.403695,1866
de:11000:900130002::2,S+U Pankow (Berlin),52.566775,13.411811,1863
de:11000:900110001::2,S+U Schönhauser Allee (Berlin),52.549218,13.413741,1861
de:11000:900110006::2,U Eberswalder Str. (Berlin),52.541982,13.41228,1861
de:11000:900120005:5:58,S Ostbahnhof (Berlin),52.510717,13.435552,1861
de:11000:900130011::2,U Vinetastr. (Berlin),52.559185,13.413343,1861
de:11000:900100020::8,S+U Potsdamer Platz Bhf (Berlin),52.508998,13.378047,1859
de:11000:900100014::2,U Märkisches Museum (Berlin),52.512309,13.410213,1858
de:11000:900100015::2,U Klosterstr. (Berlin),52.517208,13.412525,1858
de:11000:900100010::2,U Anton-W.-Amo-Str. (Mohrenstr.) (Berlin),52.511723,13.385135,1857
de:11000:900100012::2,U Hausvogteiplatz (Berlin),52.513311,13.395536,1857
de:11000:900100701::2,U Stadtmitte (Berlin),52.512114,13.390557,1857
de:11000:900005252::2,U Mendelssohn-Bartholdy-Park (Berlin),52.5038,13.374904,1849
de:11000:900017103::4,U Gleisdreieck (Berlin),52.499494,13.374295,1849
de:11000:900056102::4,U Nollendorfplatz (Berlin),52.499369,13.354548,1849
de:11000:900056104::2,U Bülowstr. (Berlin),52.497575,13.363156,1849
de:11000:900160003:1:50,S Nöldnerplatz (Berlin),52.503801,13.485385,1849
de:11000:900023201::2,S+U Zoologischer Garten Bhf (Berlin),52.505905,13.333009,1848
de:11000:900058101:5:58,S Südkreuz Bhf (Berlin),52.475881,13.365602,1848
de:11000:900100016::2,U Rosa-Luxemburg-Platz (Berlin),52.527725,13.410522,1848
de:11000:900056101::2,U Wittenbergplatz (Berlin),52.501792,13.342967,1845
de:11000:900048103::2,Rathenauplatz (Berlin),52.495952,13.287009,1842
de:11000:900089391::4,"Berlin, An der Mühle",52.59317,13.28117,1839
de:11000:900171002:1:50,S Friedrichsfelde Ost (Berlin),52.514058,13.519948,1838
de:11000:900023101::2,U Ernst-Reuter-Platz (Berlin),52.511744,13.322077,1836
de:11000:900049271::1,Zehlendorf Eiche (Berlin),52.434406,13.260033,1836
de:11000:900192001::2,S Schöneweide Bhf (Berlin),52.456127,13.50944,1836
de:11000:900192001::3,S Schöneweide Bhf (Berlin),52.455897,13.510494,1830
de:11000:900022101::2,U Sophie-Charlotte-Platz (Berlin),52.510851,13.295832,1825
de:11000:900022201::2,U Deutsche Oper (Berlin),52.511753,13.310546,1825
de:11000:900024201::2,U Bismarckstr. (Berlin),52.511478,13.305142,1825
de:11000:900026201::2,U Theodor-Heuss-Platz (Berlin),52.509866,13.272588,1825
de:11000:900026202::2,U Kaiserdamm (Berlin),52.510059,13.283103,1825
de:11000:900083351::2,Lieselotte-Berger-Str. (Berlin),52.404686,13.510212,1822
de:11000:900037204::1,"Berlin, Reimerweg",52.521577,13.156097,1814
de:11000:900037207::2,"Berlin, Heerstr./Magistratsweg",52.520296,13.161988,1814
de:11000:900037255::1,Heerstr. 438-446 (Berlin),52.520899,13.159273,1814
de:11000:900020201::4,S+U Jungfernheide Bhf (Berlin),52.531138,13.30114,1804
de:11000:900037204::2,"Berlin, Reimerweg",52.521589,13.155194,1798
de:11000:900037255::2,Heerstr. 438-446 (Berlin),52.5207,13.159454,1798
de:11000:900089451::2,Buddestr. (Berlin),52.590653,13.286989,1798
de:11000:900054153::2,Goebenstr. (Berlin),52.494682,13.361033,1796
de:11000:900056104::6,U Bülowstr. (Berlin),52.497323,13.361666,1796
de:11000:900180008::2,Bahnhofstr./Lindenstr. (Berlin),52.451438,13.572715,1795
de:11000:900062202::3,S+U Rathaus Steglitz (Berlin),52.456472,13.322187,1793
de:11000:900120003:5:58,S Ostkreuz Bhf (Berlin),52.503422,13.469006,1788
de:11000:900110004:1:50,S Landsberger Allee (Berlin),52.529316,13.45484,1787
de:11000:900110012:1:50,S Storkower Str. (Berlin),52.52366,13.465047,1787
de:11000:900120001:1:50,S+U Frankfurter Allee (Berlin),52.515383,13.47428,1787
de:11000:900100022::1,S Potsdamer Platz Bhf/Voßstr. (Berlin),52.510168,13.376763,1784
de:11000:900190001:2:52,S Treptower Park (Berlin),52.493667,13.461736,1782
de:11000:900192001::1,S Schöneweide Bhf (Berlin),52.456042,13.509208,1781
de:11000:900171002:1:51,S Friedrichsfelde Ost (Berlin),52.514179,13.519948,1778
de:11000:900180006::1,Freiheit (Berlin),52.446601,13.576113,1778
de:11000:900120003:3:55,S Ostkreuz Bhf (Berlin),52.503509,13.468841,1777
de:11000:900110012:1:51,S Storkower Str. (Berlin),52.523731,13.465094,1773
de:11000:900120001:1:51,S+U Frankfurter Allee (Berlin),52.515401,13.47437,1773
de:11000:900160004:1:51,S+U Lichtenberg Bhf (Berlin),52.510303,13.497825,1772
de:11000:900120003::1,S Ostkreuz Bhf (Berlin),52.502565,13.468412,1767
de:11000:900089451::1,Buddestr. (Berlin),52.590987,13.286922,1762
de:11000:900096303::2,Märkisches Zentrum (Berlin),52.596617,13.353889,1758
de:11000:900096301::2,Schorfheidestr./Eichhorster Weg (Berlin),52.596198,13.346326,1754
de:11000:900160003:1:51,S Nöldnerplatz (Berlin),52.503881,13.485281,1743
de:11000:900024101:4:57,S Charlottenburg Bhf (Berlin),52.505135,13.304349,1738
de:11000:900026201::3,U Theodor-Heuss-Platz (Berlin),52.509956,13.272845,1735
de:11000:900180024::1,Rathaus Köpenick (Berlin),52.445326,13.574225,1733
de:11000:900062282::3,S+U Rathaus Steglitz (Berlin) [Busbahnhof],52.455504,13.320632,1732
de:11000:900005208::1,Varian-Fry-Str./Potsdamer Platz (Berlin),52.509231,13.374744,1730
de:11000:900026203::1,U Theodor-Heuss-Platz Süd (Berlin),52.508752,13.272688,1729
de:11000:900130501::2,"Berlin, Rathaus Pankow",52.569491,13.40421,1727
de:11000:900140006::11,Weißer See (Berlin),52.552317,13.466248,1723
de:11000:900049241::3,Zehlendorf Eiche (Berlin),52.435313,13.259691,1721
de:11000:900025202::3,U Ruhleben (Berlin),52.525766,13.241799,1716
de:11000:900096307::1,Wilhelmsruher Damm (Berlin),52.597262,13.366384,1713
de:11000:900193002::5,S Adlershof (Berlin),52.43528,13.540568,1712
de:11000:900064301::2,S Lichterfelde Ost Bhf (Berlin),52.428712,13.328639,1711
de:11000:900037202::2,"Berlin, Sandstr.",52.518815,13.169094,1710
de:11000:900054173::2,Hauptstr./Martin-Luther-Str. (Berlin),52.479951,13.346097,1708
de:11000:900027401::3,"Berlin, Falkenseer Chaussee/Zeppelinstr.",52.547309,13.185278,1707
de:11000:900096407::4,U Wittenau (Berlin),52.59508,13.331667,1706
de:11000:900193001:2:51,S Johannisthal (Berlin),52.446662,13.524141,1702
de:11000:900193002:1:51,S Adlershof (Berlin),52.434946,13.541382,1702
de:11000:900009202::9,U Osloer Str. (Berlin),52.556769,13.370577,1699
de:11000:900160523::1,Gotlindestr. (Berlin),52.517826,13.49908,1692
de:11000:900191001::1,S Baumschulenweg (Berlin),52.467613,13.489481,1687
de:11000:900086161::2,U Otisstraße (Berlin),52.569861,13.3006,1686
de:11000:900087101::4,U Scharnweberstr. (Berlin),52.568096,13.311426,1686
de:11000:900079221::5,S+U Hermannstr. (Berlin),52.467582,13.431446,1685
de:11000:900082202::4,U Johannisthaler Chaussee (Berlin),52.429484,13.453134,1683
de:11000:900037207::1,"Berlin, Heerstr./Magistratsweg",52.519851,13.163376,1682
de:11000:900025202::5,U Ruhleben (Berlin),52.525575,13.240931,1681
de:11000:900070401::2,Tauernallee/Säntisstr. (Berlin),52.423845,13.396129,1679
de:11000:900020105::1,Machandelweg (Berlin),52.524413,13.244138,1675
de:11000:900083201::7,U Rudow (Berlin),52.415784,13.496036,1674
de:11000:900089301::10,U Alt-Tegel (Berlin),52.589406,13.284007,1674
de:11000:900131527::1,Hermann-Hesse-Str./Waldstr. (Berlin),52.58059,13.402187,1674
de:11000:900018101::4,U Jakob-Kaiser-Platz (Berlin),52.536705,13.293058,1673
de:11000:900049201::2,S Zehlendorf (Berlin),52.432278,13.258904,1672
de:11000:900193001:1:50,S Johannisthal (Berlin),52.44662,13.524071,1651
de:11000:900193002:1:50,S Adlershof (Berlin),52.434867,13.541224,1651
de:11000:900120004::1,S+U Warschauer Str. (Berlin),52.504862,13.448802,1638
de:11000:900073201::3,Weskammstr. (Berlin),52.414103,13.350835,1636
de:11000:900064301::3,S Lichterfelde Ost Bhf (Berlin),52.42884,13.32818,1635
de:11000:900120005::2,S Ostbahnhof (Berlin),52.509569,13.434353,1631
de:11000:900029302::13,S+U Rathaus Spandau (Berlin),52.535096,13.200054,1630
de:11000:900054105::5,S+U Innsbrucker Platz (Berlin),52.47809,13.343863,1622
de:11000:900131527::2,Hermann-Hesse-Str./Waldstr. (Berlin),52.580528,13.40119,1622
de:11000:900054173::1,Hauptstr./Martin-Luther-Str. (Berlin),52.479746,13.345478,1614
de:11000:900120019::5,Platz der Vereinten Nationen (Berlin),52.523268,13.433052,1614
de:11000:900120511::3,Büschingstr. (Berlin),52.523144,13.42721,1614
de:11000:900120513::3,Klinikum im Friedrichshain (Berlin),52.524163,13.440164,1614
de:11000:900044202:1:50,S+U Bundesplatz (Berlin),52.477687,13.329539,1612
de:11000:900009102::5,U Leopoldplatz (Berlin),52.546994,13.359893,1608
de:11000:900024108::1,"Berlin, Kaiser-Friedrich-Str./Kantstr.",52.506883,13.301343,1607
de:11000:900024200::1,U Wilmersdorfer Str. (Berlin),52.506753,13.306893,1607
de:11000:900024104::2,"Berlin, Amtsgerichtsplatz",52.506734,13.295782,1604
de:11000:900026207:1:50,S Westend (Berlin),52.517888,13.284378,1604
de:11000:900176001::1,S Mahlsdorf Bhf (Berlin),52.511775,13.612299,1600
de:11000:900181701::2,Wilhelminenhofstr./Edisonstr. (Berlin),52.46176,13.513927,1599
de:11000:900082202::3,U Johannisthaler Chaussee (Berlin),52.429342,13.453407,1598
de:11000:900056102::7,U Nollendorfplatz (Berlin),52.500015,13.353304,1596
de:11000:900077155::1,S Köllnische Heide (Berlin),52.468949,13.466892,1594
de:11000:900054105:1:50,S+U Innsbrucker Platz (Berlin),52.478176,13.341468,1592
de:11000:900192001:3:55,S Schöneweide Bhf (Berlin),52.454912,13.510019,1591
de:11000:900080403::2,"Berlin, Buschkrugallee/Parchimer Allee",52.444803,13.45514,1586
de:11000:900082152::2,Rudower Str./Grüner Weg (Berlin),52.442785,13.456026,1586
de:11000:900045102:1:50,S+U Heidelberger Platz (Berlin),52.480059,13.311856,1585
de:11000:900096305::1,Wilhelmsruher Damm/Treuenbrietzener Str. (Berlin),52.596785,13.360135,1580
de:11000:900053301::2,S Wannsee Bhf (Berlin),52.421563,13.177987,1578
de:11000:900100009::10,U Naturkundemuseum (Berlin),52.530415,13.382777,1577
de:11000:900054104:2:52,S Schöneberg (Berlin),52.479325,13.351584,1575
de:11000:900005103::2,Schillstr. (Berlin),52.502882,13.349108,1574
de:11000:900040151::2,Lehniner Platz/Schaubühne (Berlin),52.49923,13.302319,1574
de:11000:900193002::3,S Adlershof (Berlin),52.434709,13.539741,1573
de:11000:900048103::3,Rathenauplatz (Berlin),52.49557,13.286716,1572
de:11000:900192506::2,Brückenstr. (Berlin),52.458648,13.512175,1570
de:11000:900054105::6,S+U Innsbrucker Platz (Berlin),52.477836,13.342946,1568
de:11000:900056104::3,U Bülowstr. (Berlin),52.498113,13.361439,1568
de:11000:900067201::4,Lankwitz Kirche (Berlin),52.436689,13.345229,1568
de:11000:900190001:1:50,S Treptower Park (Berlin),52.493746,13.461502,1568
de:11000:900005103::1,Schillstr. (Berlin),52.502777,13.349926,1566
de:11000:900044202:1:51,S+U Bundesplatz (Berlin),52.477611,13.329544,1566
de:11000:900056105::3,An der Urania (Berlin),52.501354,13.347643,1566
de:11000:900054104:2:53,S Schöneberg (Berlin),52.47924,13.351632,1562
de:11000:900120021::6,"Berlin, Revaler Str.",52.509329,13.451299,1562
de:11000:900190006::1,Beermannstr. (Berlin),52.491195,13.45716,1562
de:11000:900190505::1,Elsenstr./Kiefholzstr. (Berlin),52.488373,13.453314,1562
de:11000:900028152::2,Klinikum Spandau (Berlin),52.550209,13.209853,1560
de:11000:900026207:1:51,S Westend (Berlin),52.517906,13.284555,1559
de:11000:900075103::2,Sonnenallee/Pannierstr. (Berlin),52.486358,13.430431,1558
de:11000:900075153::2,Pflügerstr. (Berlin),52.48958,13.433561,1558
de:11000:900062782::1,S+U Rathaus Steglitz (Berlin) [Schloßstr.],52.457289,13.321267,1554
de:11000:900190001::3,S Treptower Park (Berlin),52.494125,13.461167,1549
de:11000:900032452::2,Jaczostr. (Berlin),52.514247,13.191368,1548
de:11000:900029302::5,S+U Rathaus Spandau (Berlin),52.53542,13.199646,1546
de:11000:900096310::2,Märkische Zeile (Berlin),52.598336,13.355853,1546
de:11000:900054105:1:51,S+U Innsbrucker Platz (Berlin),52.478047,13.341463,1542
de:11000:900002102::3,"Berlin, Turmstr./Beusselstr.",52.527167,13.329633,1541
de:11000:900040104::2,Agathe-Lasch-Platz (Berlin),52.497972,13.29552,1541
de:11000:900024102:3:54,S Westkreuz (Berlin),52.500854,13.283931,1540
de:11000:900024106:1:50,S Messe Nord/ZOB (Berlin),52.507703,13.283556,1540
de:11000:900045102:1:51,S+U Heidelberger Platz (Berlin),52.480026,13.311782,1538
de:11000:900176001::2,S Mahlsdorf Bhf (Berlin),52.512069,13.612104,1536
de:11000:900029302::9,S+U Rathaus Spandau (Berlin),52.535878,13.200349,1535
de:11000:900029302::10,S+U Rathaus Spandau (Berlin),52.536125,13.200425,1533
de:11000:900062203::5,U Schloßstr. (Berlin),52.461491,13.325302,1533
de:11000:900077106:1:51,S Sonnenallee (Berlin),52.472954,13.455771,1531
de:11000:900161003::1,Rummelsburger Str. (Berlin),52.504694,13.51224,1529
de:11000:900191001:1:50,S Baumschulenweg (Berlin),52.467637,13.489731,1528
de:11000:900049271::3,Zehlendorf Eiche (Berlin),52.434768,13.260433,1527
de:11000:900160002:1:50,S Betriebsbahnhof Rummelsburg (Berlin),52.493969,13.497724,1527
de:11000:900181701::1,Wilhelminenhofstr./Edisonstr. (Berlin),52.461819,13.51375,1524
de:11000:900192506::1,Brückenstr. (Berlin),52.457618,13.511041,1524
de:11000:900160509::6,Bernhard-Bästlein-Str. (Berlin),52.526785,13.482448,1521
de:11000:900160518::3,Herzbergstr./Industriegebiet (Berlin),52.52663,13.489667,1521
